,lat_distance,lon_distance,x_distance,el,slope_angle,aspect,cardinal,aspect_x,aspect_y,el_ft,drop,tree_cover
0,0.0,0.0,0.0,3119.8955078125,13.54490012155197,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10235.877977851562,,BTL
1,5.983082298734784,-3.8751413024337182,7.128393501151659,3118.17822265625,13.54490012155197,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10230.243840019531,-5.634137832030319,BTL
2,11.966161998424823,-7.7502809215100745,14.256783905736576,3116.39111328125,14.074150674385427,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10224.380620097656,-5.863219921875498,BTL
3,17.949239087206408,-11.625418848066426,21.385171198816167,3114.65087890625,13.719123844194787,327.0695518218812,NW,0.8393310917029015,-0.5436205648251503,10218.671189550781,-5.709430546874501,BTL
4,23.93231358291862,-15.500555096614281,28.513555403252084,3112.8994140625,13.804288507581322,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10212.924913632813,-5.746275917968887,BTL
5,29.91538548775184,-19.375689667093596,35.641936520850145,3111.169677734375,13.639474218236247,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10207.249925498047,-5.674988134765954,BTL
6,35.89845478832049,-23.25082255083475,42.77031453566242,3109.3837890625,14.064942359599378,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10201.390710507812,-5.85921499023425,BTL
7,41.88152146386624,-27.125953734392933,49.898689422956934,3107.613037109375,13.950412059150695,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10195.581156669921,-5.809553837891144,BTL
8,47.864585560861876,-31.00108324786778,57.02706123810252,3105.923583984375,13.333317880816253,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10190.038331279296,-5.542825390624785,BTL
9,53.84764710301512,-34.87621110513567,64.15543000854129,3104.20361328125,13.565345238330593,327.0695518218812,NW,0.8393310917029015,-0.5436205648251503,10184.395382597657,-5.642948681639609,BTL
10,59.83070605554359,-38.75133728662606,71.28379569444036,3102.443603515625,13.869076375415773,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10178.621072158203,-5.774310439453984,BTL
11,65.81376239748788,-42.62646177728519,78.4121582700243,3100.672119140625,13.955979923946106,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10172.809115361328,-5.811956796875165,BTL
12,71.79681611958875,-46.50158457111602,85.54051772426146,3098.901123046875,13.95228934998817,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10166.99876053711,-5.810354824217939,BTL
13,77.77986719597612,-50.37670565136292,92.66887402632956,3097.069580078125,14.409743180935163,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10160.989761103516,-6.008999433593999,BTL
14,83.76291558958822,-54.25182499254289,99.79722713126841,3095.218994140625,14.553239989420847,327.0695518218812,NW,0.8393310917029015,-0.5436205648251503,10154.918284736328,-6.071476367187643,BTL
15,89.74596128443648,-58.126942587257844,106.92557702163657,3093.354736328125,14.656150383347228,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10148.801953134765,-6.116331601562706,BTL
16,95.72900428861813,-62.0020584392735,114.0539237062774,3091.522705078125,14.413443378160595,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10142.791351728516,-6.010601406249407,BTL
17,101.71204461100427,-65.87717255433552,121.18226719576018,3089.67529296875,14.529356557853303,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10136.730288183593,-6.061063544922945,BTL
18,107.69508226384357,-69.75228494037715,128.31060750467825,3087.87109375,14.203413037290192,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10130.81099921875,-5.919288964843872,BTL
19,113.67811726409417,-73.62739560838192,135.43894465323595,3086.05859375,14.266104488691678,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10124.86447671875,-5.946522499998537,BTL
20,119.66114958846181,-77.5025045417838,142.5672786128761,3084.202880859375,14.591877817743446,327.0695518218812,NW,0.8393310917029015,-0.5436205648251503,10118.776179638671,-6.088297080079428,BTL
21,125.64417921321163,-81.37761172816754,149.6956093569281,3082.343994140625,14.615772833694935,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10112.677469736329,-6.098709902342307,BTL
22,131.62720609897,-85.2527171405528,156.82393683767737,3080.39990234375,15.255137286179055,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10106.299215605468,-6.378254130861023,BTL
23,137.61023018415574,-89.1278207390545,163.95226098175453,3078.41357421875,15.570649023944128,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10099.782390839844,-6.516824765623824,BTL
24,143.59325146913994,-93.00292252391297,171.08058178960172,3076.46923828125,15.25697737555187,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10093.403335722656,-6.379055117187818,BTL
25,149.57626994593267,-96.87802248995328,178.20889925169953,3074.46826171875,15.67986197453045,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10086.838451777343,-6.5648839453133405,BTL
26,155.55928555879396,-100.75312059959491,185.33721330083418,3072.399658203125,16.18248236657308,327.0695518218812,NW,0.8393310917029015,-0.5436205648251503,10080.05169461914,-6.786757158202818,BTL
27,161.54229819402684,-104.62821678215562,192.46552380315188,3070.16015625,17.441158989565352,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10072.70424703125,-7.347447587890201,BTL
28,167.5253077418685,-108.50331096506521,199.59383062707465,3067.857421875,17.902576574163515,327.0695518119053,NW,0.839331091608251,-0.5436205649712874,10065.149343984374,-7.554903046875552,BTL
