,lat_distance,lon_distance,x_distance,el,slope_angle,aspect,cardinal,aspect_x,aspect_y,el_ft,drop,tree_cover
0,0.0,0.0,0.0,3421.938232421875,8.844429360389464,80.97531900124429,ENE,0.15685991177603179,0.9876208625163887,11226.831830458985,,BTL
1,2.8714100255378043,18.07896239358444,18.305569555831894,3419.08984375,8.844429360389464,80.97531900124429,ENE,0.15685991177603179,0.9876208625163887,11217.48672296875,-9.345107490235023,BTL
2,-0.5965188770334056,28.2638566323693,29.064686691011797,3418.481689453125,3.235175820986368,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11215.49146602539,-1.9952569433589815,BTL
3,-4.064449148180662,38.448754889241975,39.8238080709567,3418.0400390625,2.35061060583251,108.80356960401322,E,-0.3223246721253195,0.9466291806928969,11214.042481757813,-1.4489842675775435,BTL
4,-7.532380833191926,48.63365729972195,50.58293383855074,3417.5966796875,2.359695167160178,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11212.587890585937,-1.454591171876018,BTL
5,-11.000313917369867,58.818563819387855,61.34206394700601,3417.101318359375,2.6360945585508646,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11210.962689326172,-1.6252012597651628,BTL
6,-14.468248453162175,69.0034746022723,72.10119855903949,3416.85107421875,1.3323886165352703,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11210.141678339844,-0.8210109863284742,BTL
7,-17.9361844923988,79.18838979933662,82.86033783426164,3416.546630859375,1.6208235517220755,108.80356960401322,E,-0.3223246721253195,0.9466291806928969,11209.142848388672,-0.9988299511715013,BTL
8,-21.404121992786237,89.37330928888393,93.61948164383841,3416.140625,2.1610817886718974,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11207.810808125,-1.3320402636727522,BTL
9,-24.87206084676055,99.55823275375474,104.37862965286685,3415.440185546875,3.7247997261640085,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11205.51277834961,-2.2980297753892955,BTL
10,-28.340000775978975,109.74315937648946,115.13778099779913,3414.00732421875,7.585789189184881,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11200.811789589843,-4.700988759766915,BTL
11,-31.807941445996267,119.92808817486224,125.89693464103163,3412.0791015625,10.160510128663796,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11194.485599570313,-6.326190019530259,BTL
12,-35.275882475712066,130.11301802836962,136.65608939902506,3409.2392578125,14.785824462526895,108.80356960401322,E,-0.3223246721253195,0.9466291806928969,11185.168526601563,-9.317072968749926,BTL
13,-38.743823638395135,140.29794827364313,147.41524457073433,3406.4755859375,14.40594678580923,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11176.101361367188,-9.067165234375352,BTL
14,-42.21176505411044,150.48287926204216,158.17440052746645,3404.0791015625,12.557024167531134,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11168.238879570312,-7.862481796875727,BTL
15,-45.67970670361919,160.66781093706473,168.93355720953383,3401.247802734375,14.743273009269755,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11158.949841123047,-9.28903844726483,BTL
16,-49.147648241154016,170.8527422832332,179.69271354420638,3397.572998046875,18.85767236618069,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11146.89339491211,-12.056446210937793,BTL
17,-52.615589252214,181.0376720819507,190.45186824432085,3393.215576171875,22.047783779885574,108.80356960401322,E,-0.3223246721253195,0.9466291806928969,11132.597390927735,-14.296003984374693,BTL
18,-56.08352959513629,191.2225999196844,201.21102087275358,3389.021728515625,21.29551284409671,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11118.838047783203,-13.759343144531158,BTL
19,-59.55146936229798,201.40752606463184,211.9701717131636,3385.003173828125,20.4807155852783,108.803569605024,E,-0.32232467214201943,0.9466291806872107,11105.653812822266,-13.184234960937829,BTL
20,-63.01940854899927,211.59245050668216,222.7293207544648,3380.7919921875,21.375608999985356,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11091.837599648437,-13.816213173828146,BTL
21,-66.48734713206818,221.77737317467896,233.48846792182957,3376.687255859375,20.882418581657525,108.80356960401322,E,-0.3223246721253195,0.9466291806928969,11078.370616513672,-13.466983134765542,BTL
22,-69.9552851537439,231.9622941951879,244.24761334868336,3372.635498046875,20.635738035100037,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11065.07744741211,-13.293169101561944,BTL
23,-73.42322262872207,242.14721361011124,255.00675707942887,3368.579345703125,20.65623384957069,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11051.76986055664,-13.307586855469708,BTL
24,-76.89115961583758,252.33213159224002,265.76589929659906,3364.746826171875,19.606433429620527,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11039.195977177735,-12.57388337890552,BTL
25,-80.35909621159709,262.5170484250028,276.5250402996022,3361.048583984375,18.969395606823397,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11027.062636279297,-12.133340898437382,BTL
26,-83.82703245028623,272.70196420783543,287.28418019361817,3357.339111328125,19.022866567129768,108.80356960401322,E,-0.3223246721253195,0.9466291806928969,11014.892450009766,-12.170186269531769,BTL
27,-87.29496835983186,282.8868790252698,298.0433190676689,3353.742919921875,18.48196167537751,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,11003.093921396485,-11.798528613280723,BTL
28,-90.76290400020525,293.0717930521774,308.8024571066231,3350.257568359375,17.94938846919693,108.80356960185547,E,-0.3223246720896698,0.9466291807050355,10991.659040576173,-11.434880820312173,BTL
