,lat_distance,lon_distance,x_distance,el,slope_angle,aspect,cardinal,aspect_x,aspect_y,el_ft,drop,tree_cover
0,0.0,0.0,0.0,3583.73876953125,4.8376164473413095,229.64007016819525,SW,-0.6475871559450835,-0.7619913880451393,11757.673504628907,,NTL
1,-2.977721478235442,-3.5037725834773408,4.5981787175654825,3584.1279296875,4.8376164473413095,229.64007016819525,SW,-0.6475871559450835,-0.7619913880451393,11758.950276835938,1.276772207031172,NTL
2,-5.955443621511706,-7.007545950058411,9.196358462521157,3584.19677734375,0.8578145291455369,229.64007017283726,SW,-0.6475871558833479,-0.761991388097606,11759.176154980469,0.22587814453072497,NTL
3,-8.933166297015477,-10.511319942316248,13.79453902890084,3584.01513671875,2.262162769806065,229.64007016819525,SW,-0.6475871559450835,-0.7619913880451393,11758.580221152344,-0.5959338281245437,NTL
4,-11.910889558454251,-14.015094624596982,18.392720500516006,3584.30810546875,3.6456182082886723,229.64007017283726,SW,-0.6475871558833479,-0.761991388097606,11759.541404746094,0.9611835937503201,NTL
5,-14.88861345842201,-17.51887005763542,22.99090295770525,3584.35693359375,0.6084013324768363,229.64007016819525,SW,-0.6475871559450835,-0.7619913880451393,11759.701602011719,0.16019726562444703,NTL
6,-17.866337986717014,-21.0226462291807,27.589086384527,3584.605224609375,3.0908347101067344,229.64007016156114,SW,-0.6475871560333119,-0.7619913879701574,11760.516205107422,0.8146030957032053,NTL
7,-20.844063188777373,-24.52642319573982,32.18727085346424,3584.84912109375,3.0362322603684375,229.64007017947137,SW,-0.6475871557951196,-0.7619913881725878,11761.31639044922,0.8001853417972598,NTL
8,-23.821788795266524,-28.030200636777636,36.78545594585305,3583.940673828125,11.175802501578458,229.64007016819525,SW,-0.6475871559450835,-0.7619913880451393,11758.335920322266,-2.9804701269531506,NTL
9,-26.79951465982684,-31.533978382053338,41.38364143719208,3583.55810546875,4.756046521038294,229.64007017283726,SW,-0.6475871558833479,-0.761991388097606,11757.080774746093,-1.2551455761731631,NTL
10,-29.77724091631208,-35.037756587917045,45.98182753330075,3583.2294921875,4.087741879561562,229.64007016819525,SW,-0.6475871559450835,-0.7619913880451393,11756.002647148438,-1.0781275976551115,NTL
11,-32.75496753254619,-38.541535216261536,50.580014184304886,3582.701416015625,6.551399660228533,229.64007016156114,SW,-0.6475871560333119,-0.7619913879701574,11754.270113720702,-1.7325334277356887,NTL
12,-35.73269454436395,-42.045314312293954,55.178201447858086,3582.534423828125,2.0798945051952,229.64007017947137,SW,-0.6475871557951196,-0.7619913881725878,11753.722239072265,-0.5478746484368457,NTL
13,-38.71042190096518,-45.54909381262266,59.776389242758924,3581.779541015625,9.32306346366409,229.64007016819525,SW,-0.6475871559450835,-0.7619913880451393,11751.245589345703,-2.476649726562755,NTL
